subpath	export_name	member_name	member_kind	static	optional	signatures	declaration
.	Genkit	generate	method	false	false	<O extends z.ZodTypeAny = z.ZodTypeAny, CustomOptions extends z.ZodTypeAny = z.ZodObject<{ version: z.ZodOptional<z.ZodString>; temperature: z.ZodOptional<z.ZodNumber>; maxOutputTokens: z.ZodOptional<z.ZodNumber>; topK: z.ZodOptional<z.ZodNumber>; topP: z.ZodOptional<z.ZodNumber>; stopSequences: z.ZodOptional<z.ZodArray<z.ZodString, "many">>; }, "passthrough", z.ZodTypeAny, z.objectOutputType<{ version: z.ZodOptional<z.ZodString>; temperature: z.ZodOptional<z.ZodNumber>; maxOutputTokens: z.ZodOptional<z.ZodNumber>; topK: z.ZodOptional<z.ZodNumber>; topP: z.ZodOptional<z.ZodNumber>; stopSequences: z.ZodOptional<z.ZodArray<z.ZodString, "many">>; }, z.ZodTypeAny, "passthrough">, z.objectInputType<{ version: z.ZodOptional<z.ZodString>; temperature: z.ZodOptional<z.ZodNumber>; maxOutputTokens: z.ZodOptional<z.ZodNumber>; topK: z.ZodOptional<z.ZodNumber>; topP: z.ZodOptional<z.ZodNumber>; stopSequences: z.ZodOptional<z.ZodArray<z.ZodString, "many">>; }, z.ZodTypeAny, "passthrough">>>(opts: GenerateOptions<O, CustomOptions> | PromiseLike<GenerateOptions<O, CustomOptions>>): Promise<GenerateResponse<z.infer<O>>>	genkit/lib/index-Cd4YWqZH.d.ts:328:5
.	Genkit	generateStream	method	false	false	<O extends z.ZodTypeAny = z.ZodTypeAny>(strPrompt: string): GenerateStreamResponse<z.infer<O>>	genkit/lib/index-Cd4YWqZH.d.ts:345:5
.	Genkit	generateStream	method	false	false	<O extends z.ZodTypeAny = z.ZodTypeAny>(parts: Part[]): GenerateStreamResponse<z.infer<O>>	genkit/lib/index-Cd4YWqZH.d.ts:365:5
.	Genkit	generateStream	method	false	false	<O extends z.ZodTypeAny = z.ZodTypeAny, CustomOptions extends z.ZodTypeAny = z.ZodObject<{ version: z.ZodOptional<z.ZodString>; temperature: z.ZodOptional<z.ZodNumber>; maxOutputTokens: z.ZodOptional<z.ZodNumber>; topK: z.ZodOptional<z.ZodNumber>; topP: z.ZodOptional<z.ZodNumber>; stopSequences: z.ZodOptional<z.ZodArray<z.ZodString, "many">>; }, "passthrough", z.ZodTypeAny, z.objectOutputType<{ version: z.ZodOptional<z.ZodString>; temperature: z.ZodOptional<z.ZodNumber>; maxOutputTokens: z.ZodOptional<z.ZodNumber>; topK: z.ZodOptional<z.ZodNumber>; topP: z.ZodOptional<z.ZodNumber>; stopSequences: z.ZodOptional<z.ZodArray<z.ZodString, "many">>; }, z.ZodTypeAny, "passthrough">, z.objectInputType<{ version: z.ZodOptional<z.ZodString>; temperature: z.ZodOptional<z.ZodNumber>; maxOutputTokens: z.ZodOptional<z.ZodNumber>; topK: z.ZodOptional<z.ZodNumber>; topP: z.ZodOptional<z.ZodNumber>; stopSequences: z.ZodOptional<z.ZodArray<z.ZodString, "many">>; }, z.ZodTypeAny, "passthrough">>>(parts: GenerateOptions<O, CustomOptions> | PromiseLike<GenerateOptions<O, CustomOptions>>): GenerateStreamResponse<z.infer<O>>	genkit/lib/index-Cd4YWqZH.d.ts:395:5
.	Genkit	checkOperation	method	false	false	<T>(operation: Operation<T>): Promise<Operation<T>>	genkit/lib/index-Cd4YWqZH.d.ts:414:5
.	Genkit	run	method	false	false	<T>(name: string, func: () => Promise<T>): Promise<T>	genkit/lib/index-Cd4YWqZH.d.ts:430:5
.	Genkit	run	method	false	false	<T>(name: string, input: any, func: (input?: any) => Promise<T>): Promise<T>	genkit/lib/index-Cd4YWqZH.d.ts:445:5
.	Genkit	currentContext	method	false	false	(): ActionContext | undefined	genkit/lib/index-Cd4YWqZH.d.ts:451:5
.	Genkit	configure	property	false	false		genkit/lib/index-Cd4YWqZH.d.ts:455:5
.	Genkit	stopServers	method	false	false	(): Promise<void>	genkit/lib/index-Cd4YWqZH.d.ts:459:5
.	GenkitError	source	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:215:5
.	GenkitError	status	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:216:5
.	GenkitError	detail	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:217:5
.	GenkitError	code	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:218:5
.	GenkitError	originalMessage	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:219:5
.	GenkitError	Constructor	constructor	false	false	({ status, message, detail, source, }: { status: StatusName; message: string; detail?: any; source?: string; }): GenkitError	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:220:5
.	GenkitError	toJSON	method	false	false	(): HttpErrorWireFormat	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:229:5
.	GenkitOptions	plugins	property	false	true		genkit/lib/index-Cd4YWqZH.d.ts:63:5
.	GenkitOptions	promptDir	property	false	true		genkit/lib/index-Cd4YWqZH.d.ts:65:5
.	GenkitOptions	model	property	false	true		genkit/lib/index-Cd4YWqZH.d.ts:67:5
.	GenkitOptions	context	property	false	true		genkit/lib/index-Cd4YWqZH.d.ts:69:5
.	GenkitOptions	name	property	false	true		genkit/lib/index-Cd4YWqZH.d.ts:71:5
.	GenkitOptions	clientHeader	property	false	true		genkit/lib/index-Cd4YWqZH.d.ts:73:5
.	IndexerParams	indexer	property	false	false		@genkit-ai/ai/lib/retriever.d.ts:701:5
.	IndexerParams	documents	property	false	false		@genkit-ai/ai/lib/retriever.d.ts:702:5
.	IndexerParams	options	property	false	true		@genkit-ai/ai/lib/retriever.d.ts:703:5
.	IndexerReference	name	property	false	false		@genkit-ai/ai/lib/retriever.d.ts:758:5
.	IndexerReference	configSchema	property	false	true		@genkit-ai/ai/lib/retriever.d.ts:759:5
.	IndexerReference	info	property	false	true		@genkit-ai/ai/lib/retriever.d.ts:760:5
.	JSONSchema7	$id	property	false	true		@types/json-schema/index.d.ts:609:5
.	JSONSchema7	$ref	property	false	true		@types/json-schema/index.d.ts:610:5
.	JSONSchema7	$schema	property	false	true		@types/json-schema/index.d.ts:611:5
.	JSONSchema7	$comment	property	false	true		@types/json-schema/index.d.ts:612:5
.	JSONSchema7	$defs	property	false	true		@types/json-schema/index.d.ts:618:5
.	JSONSchema7	type	property	false	true		@types/json-schema/index.d.ts:625:5
.	JSONSchema7	enum	property	false	true		@types/json-schema/index.d.ts:626:5
.	JSONSchema7	const	property	false	true		@types/json-schema/index.d.ts:627:5
.	JSONSchema7	multipleOf	property	false	true		@types/json-schema/index.d.ts:632:5
.	JSONSchema7	maximum	property	false	true		@types/json-schema/index.d.ts:633:5
.	JSONSchema7	exclusiveMaximum	property	false	true		@types/json-schema/index.d.ts:634:5
.	JSONSchema7	minimum	property	false	true		@types/json-schema/index.d.ts:635:5
.	JSONSchema7	exclusiveMinimum	property	false	true		@types/json-schema/index.d.ts:636:5
.	JSONSchema7	maxLength	property	false	true		@types/json-schema/index.d.ts:641:5
.	JSONSchema7	minLength	property	false	true		@types/json-schema/index.d.ts:642:5
.	JSONSchema7	pattern	property	false	true		@types/json-schema/index.d.ts:643:5
.	JSONSchema7	items	property	false	true		@types/json-schema/index.d.ts:648:5
.	JSONSchema7	additionalItems	property	false	true		@types/json-schema/index.d.ts:649:5
.	JSONSchema7	maxItems	property	false	true		@types/json-schema/index.d.ts:650:5
.	JSONSchema7	minItems	property	false	true		@types/json-schema/index.d.ts:651:5
.	JSONSchema7	uniqueItems	property	false	true		@types/json-schema/index.d.ts:652:5
.	JSONSchema7	contains	property	false	true		@types/json-schema/index.d.ts:653:5
.	JSONSchema7	maxProperties	property	false	true		@types/json-schema/index.d.ts:658:5
.	JSONSchema7	minProperties	property	false	true		@types/json-schema/index.d.ts:659:5
.	JSONSchema7	required	property	false	true		@types/json-schema/index.d.ts:660:5
.	JSONSchema7	properties	property	false	true		@types/json-schema/index.d.ts:661:5
.	JSONSchema7	patternProperties	property	false	true		@types/json-schema/index.d.ts:664:5
.	JSONSchema7	additionalProperties	property	false	true		@types/json-schema/index.d.ts:667:5
.	JSONSchema7	dependencies	property	false	true		@types/json-schema/index.d.ts:668:5
.	JSONSchema7	propertyNames	property	false	true		@types/json-schema/index.d.ts:671:5
.	JSONSchema7	if	property	false	true		@types/json-schema/index.d.ts:676:5
.	JSONSchema7	then	property	false	true		@types/json-schema/index.d.ts:677:5
.	JSONSchema7	else	property	false	true		@types/json-schema/index.d.ts:678:5
.	JSONSchema7	allOf	property	false	true		@types/json-schema/index.d.ts:683:5
.	JSONSchema7	anyOf	property	false	true		@types/json-schema/index.d.ts:684:5
.	JSONSchema7	oneOf	property	false	true		@types/json-schema/index.d.ts:685:5
.	JSONSchema7	not	property	false	true		@types/json-schema/index.d.ts:686:5
.	JSONSchema7	format	property	false	true		@types/json-schema/index.d.ts:691:5
.	JSONSchema7	contentMediaType	property	false	true		@types/json-schema/index.d.ts:696:5
.	JSONSchema7	contentEncoding	property	false	true		@types/json-schema/index.d.ts:697:5
.	JSONSchema7	definitions	property	false	true		@types/json-schema/index.d.ts:702:5
.	JSONSchema7	title	property	false	true		@types/json-schema/index.d.ts:709:5
.	JSONSchema7	description	property	false	true		@types/json-schema/index.d.ts:710:5
.	JSONSchema7	default	property	false	true		@types/json-schema/index.d.ts:711:5
.	JSONSchema7	readOnly	property	false	true		@types/json-schema/index.d.ts:712:5
.	JSONSchema7	writeOnly	property	false	true		@types/json-schema/index.d.ts:713:5
.	JSONSchema7	examples	property	false	true		@types/json-schema/index.d.ts:714:5
.	Message	role	property	false	false		@genkit-ai/ai/lib/message.d.ts:29:5
.	Message	content	property	false	false		@genkit-ai/ai/lib/message.d.ts:30:5
.	Message	metadata	property	false	true		@genkit-ai/ai/lib/message.d.ts:31:5
.	Message	parser	property	false	true		@genkit-ai/ai/lib/message.d.ts:32:5
.	Message	parseData	method	true	false	(lenientMessage: string | (MessageData & { content: string | Part | Part[]; role: string; }) | MessageData, defaultRole?: MessageData["role"]): MessageData	@genkit-ai/ai/lib/message.d.ts:33:5
.	Message	parse	method	true	false	(lenientMessage: string | (MessageData & { content: string; }) | MessageData): Message	@genkit-ai/ai/lib/message.d.ts:37:5
.	Message	parseContent	method	true	false	(lenientPart: string | Part | (string | Part)[]): Part[]	@genkit-ai/ai/lib/message.d.ts:40:5
.	Message	Constructor	constructor	false	false	<T = unknown>(message: MessageData, options?: { parser?: MessageParser<T>; }): Message<T>	@genkit-ai/ai/lib/message.d.ts:41:5
.	Message	output	getter	false	false	(): T	@genkit-ai/ai/lib/message.d.ts:51:5
.	Message	toolResponseParts	method	false	false	(): ToolResponsePart[]	@genkit-ai/ai/lib/message.d.ts:52:5
.	Message	text	getter	false	false	(): string	@genkit-ai/ai/lib/message.d.ts:57:5
.	Message	reasoning	getter	false	false	(): string	@genkit-ai/ai/lib/message.d.ts:62:5
.	Message	media	getter	false	false	(): { url: string; contentType?: string; } | null	@genkit-ai/ai/lib/message.d.ts:68:5
.	Message	data	getter	false	false	(): T | null	@genkit-ai/ai/lib/message.d.ts:76:5
.	Message	toolRequests	getter	false	false	(): ToolRequestPart[]	@genkit-ai/ai/lib/message.d.ts:81:5
.	Message	interrupts	getter	false	false	(): ToolRequestPart[]	@genkit-ai/ai/lib/message.d.ts:86:5
.	Message	toJSON	method	false	false	(): MessageData	@genkit-ai/ai/lib/message.d.ts:91:5
.	ModelReference	name	property	false	false		@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:159:5
.	ModelReference	configSchema	property	false	true		@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:160:5
.	ModelReference	info	property	false	true		@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:161:5
.	ModelReference	version	property	false	true		@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:162:5
.	ModelReference	config	property	false	true		@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:163:5
.	ModelReference	withConfig	method	false	false	(cfg: z.infer<CustomOptions>): ModelReference<CustomOptions>	@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:164:5
.	ModelReference	withVersion	method	false	false	(version: string): ModelReference<CustomOptions>	@genkit-ai/ai/lib/model-BBzPDrC1.d.ts:165:5
.	ModelRequest	config	property	false	true		@genkit-ai/ai/lib/model-types.d.ts:2019:5
.	Operation	action	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:105:5
.	Operation	id	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:106:5
.	Operation	done	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:107:5
.	Operation	output	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:108:5
.	Operation	error	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:109:5
.	Operation	metadata	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:113:5
.	OutputOptions	format	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:334:5
.	OutputOptions	contentType	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:335:5
.	OutputOptions	instructions	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:336:5
.	OutputOptions	schema	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:337:5
.	OutputOptions	jsonSchema	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:338:5
.	OutputOptions	constrained	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:339:5
.	PromptConfig	name	property	false	false		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:53:5
.	PromptConfig	variant	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:54:5
.	PromptConfig	model	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:55:5
.	PromptConfig	config	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:56:5
.	PromptConfig	description	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:57:5
.	PromptConfig	input	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:58:5
.	PromptConfig	system	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:62:5
.	PromptConfig	prompt	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:63:5
.	PromptConfig	messages	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:64:5
.	PromptConfig	docs	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:65:5
.	PromptConfig	output	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:66:5
.	PromptConfig	maxTurns	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:67:5
.	PromptConfig	returnToolRequests	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:68:5
.	PromptConfig	metadata	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:69:5
.	PromptConfig	tools	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:70:5
.	PromptConfig	toolChoice	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:71:5
.	PromptConfig	use	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:72:5
.	PromptConfig	context	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:73:5
.	RankedDocument	content	property	false	false		@genkit-ai/ai/lib/reranker.d.ts:181:5
.	RankedDocument	metadata	property	false	false		@genkit-ai/ai/lib/reranker.d.ts:182:5
.	RankedDocument	Constructor	constructor	false	false	(data: RankedDocumentData): RankedDocument	@genkit-ai/ai/lib/reranker.d.ts:185:5
.	RankedDocument	score	method	false	false	(): number	@genkit-ai/ai/lib/reranker.d.ts:190:5
.	ReflectionServer	RUNNING_SERVERS	property	true	false		@genkit-ai/core/lib/reflection.d.ts:68:5
.	ReflectionServer	registry	property	false	false		@genkit-ai/core/lib/reflection.d.ts:70:5
.	ReflectionServer	options	property	false	false		@genkit-ai/core/lib/reflection.d.ts:72:5
.	ReflectionServer	port	property	false	false		@genkit-ai/core/lib/reflection.d.ts:74:5
.	ReflectionServer	server	property	false	false		@genkit-ai/core/lib/reflection.d.ts:76:5
.	ReflectionServer	runtimeFilePath	property	false	false		@genkit-ai/core/lib/reflection.d.ts:78:5
.	ReflectionServer	Constructor	constructor	false	false	(registry: Registry, options?: ReflectionServerOptions): ReflectionServer	@genkit-ai/core/lib/reflection.d.ts:79:5
.	ReflectionServer	findPort	method	false	false	(): Promise<number>	@genkit-ai/core/lib/reflection.d.ts:83:5
.	ReflectionServer	start	method	false	false	(): Promise<void>	@genkit-ai/core/lib/reflection.d.ts:89:5
.	ReflectionServer	stop	method	false	false	(): Promise<void>	@genkit-ai/core/lib/reflection.d.ts:93:5
.	ReflectionServer	writeRuntimeFile	property	false	false		@genkit-ai/core/lib/reflection.d.ts:97:5
.	ReflectionServer	cleanupRuntimeFile	property	false	false		@genkit-ai/core/lib/reflection.d.ts:101:5
.	ReflectionServer	stopAll	method	true	false	(): Promise<void[]>	@genkit-ai/core/lib/reflection.d.ts:105:5
.	ReflectionServerOptions	port	property	false	true		@genkit-ai/core/lib/reflection.d.ts:51:5
.	ReflectionServerOptions	bodyLimit	property	false	true		@genkit-ai/core/lib/reflection.d.ts:53:5
.	ReflectionServerOptions	configuredEnvs	property	false	true		@genkit-ai/core/lib/reflection.d.ts:55:5
.	ReflectionServerOptions	name	property	false	true		@genkit-ai/core/lib/reflection.d.ts:57:5
.	RerankerParams	reranker	property	false	false		@genkit-ai/ai/lib/reranker.d.ts:830:5
.	RerankerParams	query	property	false	false		@genkit-ai/ai/lib/reranker.d.ts:831:5
.	RerankerParams	documents	property	false	false		@genkit-ai/ai/lib/reranker.d.ts:832:5
.	RerankerParams	options	property	false	true		@genkit-ai/ai/lib/reranker.d.ts:833:5
.	RerankerReference	name	property	false	false		@genkit-ai/ai/lib/reranker.d.ts:848:5
.	RerankerReference	configSchema	property	false	true		@genkit-ai/ai/lib/reranker.d.ts:849:5
.	RerankerReference	info	property	false	true		@genkit-ai/ai/lib/reranker.d.ts:850:5
.	ResourceAction	matches	method	false	false	(input: ResourceInput): boolean	@genkit-ai/ai/lib/resource.d.ts:568:5
.	ResumeOptions	respond	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:352:5
.	ResumeOptions	restart	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:362:5
.	ResumeOptions	metadata	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:364:5
.	RetrieverParams	retriever	property	false	false		@genkit-ai/ai/lib/retriever.d.ts:681:5
.	RetrieverParams	query	property	false	false		@genkit-ai/ai/lib/retriever.d.ts:682:5
.	RetrieverParams	options	property	false	true		@genkit-ai/ai/lib/retriever.d.ts:683:5
.	RetrieverReference	name	property	false	false		@genkit-ai/ai/lib/retriever.d.ts:723:5
.	RetrieverReference	configSchema	property	false	true		@genkit-ai/ai/lib/retriever.d.ts:724:5
.	RetrieverReference	info	property	false	true		@genkit-ai/ai/lib/retriever.d.ts:725:5
.	Session	registry	property	false	false		@genkit-ai/ai/lib/session.d.ts:51:5
.	Session	id	property	false	false		@genkit-ai/ai/lib/session.d.ts:52:5
.	Session	sessionData	property	false	true		@genkit-ai/ai/lib/session.d.ts:53:5
.	Session	store	property	false	false		@genkit-ai/ai/lib/session.d.ts:54:5
.	Session	Constructor	constructor	false	false	<S = any>(registry: Registry, options?: { id?: string; stateSchema?: S; sessionData?: SessionData<S>; store?: SessionStore<S>; }): Session<S>	@genkit-ai/ai/lib/session.d.ts:55:5
.	Session	state	getter	false	false	(): S | undefined	@genkit-ai/ai/lib/session.d.ts:61:5
.	Session	updateState	method	false	false	(data: S): Promise<void>	@genkit-ai/ai/lib/session.d.ts:65:5
.	Session	updateMessages	method	false	false	(thread: string, messages: MessageData[]): Promise<void>	@genkit-ai/ai/lib/session.d.ts:69:5
.	Session	chat	method	false	false	<I>(options?: ChatOptions<I, S>): Chat	@genkit-ai/ai/lib/session.d.ts:82:5
.	Session	chat	method	false	false	<I>(preamble: ExecutablePrompt<I>, options?: ChatOptions<I, S>): Chat	@genkit-ai/ai/lib/session.d.ts:95:5
.	Session	chat	method	false	false	<I>(threadName: string, preamble: ExecutablePrompt<I>, options?: ChatOptions<I, S>): Chat	@genkit-ai/ai/lib/session.d.ts:111:5
.	Session	chat	method	false	false	<I>(threadName: string, options?: ChatOptions<I, S>): Chat	@genkit-ai/ai/lib/session.d.ts:127:5
.	Session	run	method	false	false	<O>(fn: () => O): O	@genkit-ai/ai/lib/session.d.ts:132:5
.	Session	toJSON	method	false	false	(): SessionData<S> | undefined	@genkit-ai/ai/lib/session.d.ts:133:5
.	SessionData	id	property	false	false		@genkit-ai/ai/lib/session.d.ts:136:5
.	SessionData	state	property	false	true		@genkit-ai/ai/lib/session.d.ts:137:5
.	SessionData	threads	property	false	true		@genkit-ai/ai/lib/session.d.ts:138:5
.	SessionStore	get	method	false	false	(sessionId: string): Promise<SessionData<S> | undefined>	@genkit-ai/ai/lib/session.d.ts:152:5
.	SessionStore	save	method	false	false	(sessionId: string, data: Omit<SessionData<S>, "id">): Promise<void>	@genkit-ai/ai/lib/session.d.ts:153:5
.	StreamingResponse	stream	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:591:5
.	StreamingResponse	output	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:593:5
.	ToolConfig	name	property	false	false		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:239:5
.	ToolConfig	description	property	false	false		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:241:5
.	ToolConfig	inputSchema	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:243:5
.	ToolConfig	inputJsonSchema	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:245:5
.	ToolConfig	outputSchema	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:247:5
.	ToolConfig	outputJsonSchema	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:249:5
.	ToolConfig	metadata	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:251:5
.	ToolInterruptError	metadata	property	false	true		@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:299:5
.	ToolInterruptError	Constructor	constructor	false	false	(metadata?: Record<string, any> | undefined): ToolInterruptError	@genkit-ai/ai/lib/generate-3xWOiUzB.d.ts:300:5
.	UserFacingError	Constructor	constructor	false	false	(status: StatusName, message: string, details?: any): UserFacingError	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:251:5
./registry	Registry	actionsById	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:383:5
./registry	Registry	pluginsByName	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:384:5
./registry	Registry	schemasByName	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:385:5
./registry	Registry	valueByTypeAndName	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:386:5
./registry	Registry	allPluginsInitialized	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:387:5
./registry	Registry	apiStability	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:388:5
./registry	Registry	dotprompt	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:389:5
./registry	Registry	parent	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:390:5
./registry	Registry	context	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:392:5
./registry	Registry	Constructor	constructor	false	false	(parent?: Registry): Registry	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:393:5
./registry	Registry	withParent	method	true	false	(parent: Registry): Registry	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:399:5
./registry	Registry	resolveActionNames	method	false	false	(key: string): Promise<string[]>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:400:5
./registry	Registry	lookupAction	method	false	false	<I extends z.ZodTypeAny, O extends z.ZodTypeAny, R extends Action<I, O>>(key: string): Promise<R>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:406:5
./registry	Registry	lookupBackgroundAction	method	false	false	(key: string): Promise<BackgroundAction | undefined>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:412:5
./registry	Registry	registerAction	method	false	false	<I extends z.ZodTypeAny, O extends z.ZodTypeAny>(type: ActionType, action: Action<I, O>, opts?: { namespace?: string; }): void	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:418:5
./registry	Registry	registerActionAsync	method	false	false	<I extends z.ZodTypeAny, O extends z.ZodTypeAny>(type: ActionType, name: string, action: PromiseLike<Action<I, O>>, opts?: { namespace?: string; }): void	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:424:5
./registry	Registry	listActions	method	false	false	(): Promise<ActionsRecord>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:431:5
./registry	Registry	listResolvableActions	method	false	false	(): Promise<ActionMetadataRecord>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:441:5
./registry	Registry	initializeAllPlugins	method	false	false	(): Promise<void>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:445:5
./registry	Registry	registerPluginProvider	method	false	false	(name: string, provider: PluginProvider): void	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:451:5
./registry	Registry	lookupPlugin	method	false	false	(name: string): PluginProvider | undefined	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:457:5
./registry	Registry	resolvePluginAction	method	false	false	(pluginName: string, actionType: ActionType, actionName: string): Promise<void>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:465:5
./registry	Registry	getDynamicAction	method	false	false	(key: ParsedRegistryKey): Promise<Action<z.ZodTypeAny, z.ZodTypeAny> | undefined>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:466:5
./registry	Registry	initializePlugin	method	false	false	(name: string): Promise<void | InitializedPlugin>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:472:5
./registry	Registry	registerSchema	method	false	false	(name: string, data: Schema): void	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:478:5
./registry	Registry	registerValue	method	false	false	(type: string, name: string, value: any): void	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:479:5
./registry	Registry	lookupValue	method	false	false	<T = unknown>(type: string, key: string): Promise<T | undefined>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:480:5
./registry	Registry	listValues	method	false	false	<T>(type: string): Promise<Record<string, T>>	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:481:5
./registry	Registry	lookupSchema	method	false	false	(name: string): Schema | undefined	@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:487:5
./registry	Schema	schema	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:360:5
./registry	Schema	jsonSchema	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:361:5
./beta	ActionContext	auth	property	false	true		@genkit-ai/core/lib/context.d.ts:21:5
./beta	ActionContext	IndexSignature	indexSignature	false	false	(additionalContext: string): any	@genkit-ai/core/lib/context.d.ts:22:5
./beta	ActionMetadata	actionType	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:516:5
./beta	ActionMetadata	name	property	false	false		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:517:5
./beta	ActionMetadata	description	property	false	true		@genkit-ai/core/lib/action-B8ZNjCZm.d.ts:518:5
